LMEUM|242 LEY Monetaria de los Estados Unidos Mexicanos DOF 27/07/1931 Nuevas reformas DOF 19/01/2026
LMigra|081 LEY de Migración DOF 25/05/2011 Nueva reforma DOF 15/01/2026
LMin|082 LEY de Minería (Antes "Ley Minera" ) DOF 26/06/1992 DOF 08/05/2023
LMTR|135 LEY en Materia de Telecomunicaciones y Radiodifusión DOF 16/07/2025 Sin reforma
LMV|122 LEY del Mercado de Valores DOF 30/12/2005 Nueva reforma DOF 14/11/2025
LNCM|084 LEY de Navegación y Comercio Marítimos DOF 01/06/2006 Nueva reforma DOF 14/11/2025
LNED|244 LEY Nacional de Extinción de Dominio DOF 09/08/2019 Nueva reforma DOF 28/11/2025
LNEP|243 LEY Nacional de Ejecución Penal DOF 16/06/2016 DOF 01/04/2024
LNETB|248 LEY Nacional para Eliminar Trámites Burocráticos DOF 16/07/2025 Sin reforma
LNMASCMP|245 LEY Nacional de Mecanismos Alternativos de Solución de Controversias en Materia Penal DOF 29/12/2014 DOF 01/04/2024
LNRD_270519|246 LEY Nacional del Registro de Detenciones DOF 27/05/2019 Sin reforma
LNSIJPA|247 LEY Nacional del Sistema Integral de Justicia Penal para Adolescentes DOF 16/06/2016 DOF 20/12/2022
LNUF|249 LEY Nacional sobre el Uso de la Fuerza DOF 27/05/2019 DOF 24/01/2024
LOAM|251 LEY Orgánica de la Armada de México DOF 07/11/2025 Nueva Ley Sin reforma
LOAPF|250 LEY Orgánica de la Administración Pública Federal DOF 29/12/1976 DOF 16/07/2025
LOBNCE|261 LEY Orgánica del Banco Nacional de Comercio Exterior DOF 20/01/1986 DOF 01/04/2024
LOBNOSP|262 LEY Orgánica del Banco Nacional de Obras y Servicios Públicos DOF 20/01/1986 DOF 01/04/2024
LOCFCRL_060120|264 LEY Orgánica del Centro Federal de Conciliación y Registro Laboral DOF 06/01/2020 Sin reforma
LOCGEUM|265 LEY Orgánica del Congreso General de los Estados Unidos Mexicanos DOF 03/09/1999 DOF 07/07/2025
LOEFAM|266 LEY Orgánica del Ejército y Fuerza Aérea Mexicanos DOF 26/12/1986 DOF 16/07/2025
LOPDC|252 LEY Orgánica de la Procuraduría de la Defensa del Contribuyente DOF 04/09/2006 DOF 11/05/2022
LOPGJDF|253 LEY Orgánica de la Procuraduría General de Justicia del Distrito Federal DOF 20/06/2011 DOF 24/02/2012
LOPJF|269 LEY Orgánica del Poder Judicial de la Federación DOF 20/12/2024 Nueva reforma DOF 28/11/2025
LOPSRM|085 LEY de Obras Públicas y Servicios Relacionados con las Mismas DOF 04/01/2000 Nueva reforma DOF 14/11/2025
LOSCM|270 LEY Orgánica del Seminario de Cultura Mexicana DOF 31/12/1949 DOF 11/05/2022
LOSHF|259 LEY Orgánica de Sociedad Hipotecaria Federal DOF 11/10/2001 DOF 01/04/2024
LOTFJA|271 LEY Orgánica del Tribunal Federal de Justicia Administrativa DOF 18/07/2016 DOF 16/10/2025
LOUAAAN|254 LEY Orgánica de la Universidad Autónoma Agraria Antonio Narro DOF 26/04/2006 Sin reforma
LPAB|091 LEY de Protección al Ahorro Bancario DOF 19/01/1999 DOF 11/05/2022
LPDUSF|094 LEY de Protección y Defensa al Usuario de Servicios Financieros DOF 18/01/1999 Nueva reforma DOF 14/11/2025
LPEAM|093 LEY de Protección del Espacio Aéreo Mexicano DOF 01/03/2023 Sin reforma
LPERC|089 LEY de Premios, Estímulos y Recompensas Civiles DOF 31/12/1975 DOF 01/04/2024
LPF|075 LEY de la Policía Federal DOF 01/06/2009 Nueva reforma DOF 14/11/2025
LPlan|087 LEY de Planeación DOF 05/01/1983 Nueva reforma DOF 15/01/2026
LPO|090 LEY de Productos Orgánicos DOF 07/02/2006 Sin reforma
LPPDDHP|280 LEY para la Protección de Personas Defensoras de Derechos Humanos y Periodistas DOF 25/06/2012 DOF 28/04/2022
LPTE|088 LEY de Planeación y Transición Energética DOF 18/03/2025 Sin reforma
LRAF|284 LEY para Regular las Agrupaciones Financieras DOF 10/01/2014 Nueva reforma DOF 14/11/2025
LRAM|096 LEY de Recompensas de la Armada de México DOF 14/01/1985 DOF 22/11/2021
LRArt3_MMCE_300919|302 LEY Reglamentaria del Artículo 3o. de la Constitución Política de los Estados Unidos Mexicanos, en materia de Mejora Continua de la Educación DOF 30/09/2019 Sin reforma
LRArt6_MDR|304 LEY Reglamentaria del artículo 6o., párrafo primero, de la Constitución Política de los Estados Unidos Mexicanos, en materia del Derecho de Réplica DOF 04/11/2015 Nueva reforma DOF 14/11/2025
LRArt76_fracVI|297 LEY Reglamentaria de la fracción VI del artículo 76 de la Constitución Política de los Estados Unidos Mexicanos DOF 31/08/2007 Nueva reforma DOF 14/11/2025
LRASCAP|283 LEY para Regular las Actividades de las Sociedades Cooperativas de Ahorro y Préstamo DOF 13/08/2009 Nueva reforma DOF 14/11/2025
LRCDN|097 LEY de Responsabilidad Civil por Daños Nucleares DOF 31/12/1974 Nueva reforma DOF 14/11/2025
LRFIyII_Art105|300 LEY Reglamentaria de las Fracciones I y II del Artículo 105 de la Constitución Política de los Estados Unidos Mexicanos DOF 11/05/1995 Nueva reforma DOF 14/11/2025
LRFXIIIB_Art123|298 LEY Reglamentaria de la Fracción XIII Bis del Apartado B, del Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos DOF 30/12/1983 Nueva reforma DOF 14/11/2025
LRITF|285 LEY para Regular las Instituciones de Tecnología Financiera DOF 09/03/2018 Nueva reforma DOF 14/11/2025
LRPCAP|312 LEY sobre Refugiados, Protección Complementaria y Asilo Político (Antes "Ley sobre Refugiados y Protección Complementaria" ) DOF 27/01/2011 DOF 18/02/2022
LRSF|305 LEY Reglamentaria del Servicio Ferroviario DOF 12/05/1995 Nueva reforma DOF 14/11/2025
LRSIC|286 LEY para Regular las Sociedades de Información Crediticia DOF 15/01/2002 DOF 24/01/2024
LSAR|080 LEY de los Sistemas de Ahorro para el Retiro DOF 23/05/1996 Nueva reforma DOF 14/11/2025
LSCT|311 LEY sobre la Celebración de Tratados DOF 02/01/1992 Nueva reforma DOF 14/11/2025
LSE|124 LEY del Sector Eléctrico DOF 18/03/2025 Sin reforma
LSH|125 LEY del Sector Hidrocarburos DOF 18/03/2025 Sin reforma
LSInt_300519|098 LEY de Seguridad Interior DOF 21/12/2017 ( Declaratoria de Invalidez de la Ley DOF 30/05/2019 ) DOF 30/05/2019 Sentencia SCJN
LSM|129 LEY del Servicio Militar DOF 11/09/1940 DOF 18/05/2022
LSN|099 LEY de Seguridad Nacional DOF 31/01/2005 Nueva reforma DOF 14/11/2025
LSNIEG|132 LEY del Sistema Nacional de Información Estadística y Geográfica DOF 16/04/2008 Nueva reforma DOF 14/11/2025
LSNIIMSP|133 LEY del Sistema Nacional de Investigación e Inteligencia en Materia de Seguridad Pública DOF 16/07/2025 Sin reforma
LSP|100 LEY de Sistemas de Pagos DOF 12/12/2002 Nueva reforma DOF 14/11/2025
LSPM|130 LEY del Servicio Postal Mexicano DOF 24/12/1986 DOF 19/01/2023
LSPREM|134 LEY del Sistema Público de Radiodifusión del Estado Mexicano DOF 14/07/2014 Nueva reforma DOF 14/11/2025
LSS|126 LEY del Seguro Social DOF 21/12/1995 Nueva reforma DOF 15/01/2026
LTF|103 LEY de Tesorería de la Federación DOF 30/12/2015 Sin reforma
LTOSF|282 LEY para la Transparencia y Ordenamiento de los Servicios Financieros DOF 15/06/2007 Nueva reforma DOF 14/11/2025
LTPCPIMCP|281 LEY para la Transparencia, Prevención y Combate de Prácticas Indebidas en Materia de Contratación de Publicidad DOF 03/06/2021 ( Declaratoria de Invalidez de la Ley DOF 22/12/2023 ) DOF 22/12/2023
LUC|105 LEY de Uniones de Crédito DOF 20/08/2008 Nueva reforma DOF 14/11/2025
LUPDECR|276 LEY para el uso y protección de la denominación y del emblema de la Cruz Roja DOF 23/03/2007 Sin reforma
LVGC|107 LEY de Vías Generales de Comunicación DOF 19/02/1940 Nueva reforma DOF 14/11/2025
LViv|108 LEY de Vivienda DOF 27/06/2006 Nueva reforma DOF 15/01/2026
LVZMM|106 LEY de Vertimientos en las Zonas Marinas Mexicanas DOF 17/01/2014 Nueva reforma DOF 14/11/2025
PEF_2026|314 PRESUPUESTO de Egresos de la Federación para el Ejercicio Fiscal 2026 DOF 21/11/2025 Nuevo Presupuesto en vigor a partir del 01/01/2026 Sin reforma
Reg_Diputados|315 REGLAMENTO de la Cámara de Diputados DOF 24/12/2010 DOF 07/05/2025
Reg_Senado|316 REGLAMENTO del Senado de la República DOF 04/06/2010 DOF 06/12/2024
